# ./go_flow.d -p 16727
CPU    PID  DELTA(us)          PACKAGE FUNCTION
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         36          runtime                     <- .asmsysvicall6
  9  40148         23          runtime                   <- .asmcgocall
  9  40148         22          runtime                   -> .exitsyscall
  9  40148         28          runtime                     -> .cas
  9  40148         19          runtime                     <- .cas
  9  40148         26          runtime                   <- .exitsyscall
  9  40148         27          runtime                   -> .unlockOSThread
  9  40148         36          runtime                   <- .unlockOSThread
  9  40148         27          runtime                 <- .cgocall
  9  40148         21          syscall               <- .Syscall
  9  40148         20          syscall             <- .write
  9  40148         20          syscall           <- .Write
  9  40148         20               os         <- .(*File).write
  9  40148         23               os         -> .epipecheck
  9  40148         23      sync/atomic           -> .StoreInt32
  9  40148         23      sync/atomic           <- .StoreInt32
  9  40148         25      sync/atomic           -> .StoreUint32
  9  40148         24      sync/atomic           <- .StoreUint32
  9  40148         23               os         <- .epipecheck
  9  40148         19               os       <- .(*File).Write
  9  40148         20              fmt       -> .(*pp).free
  9  40148         21              fmt         -> .(*cache).put
  9  40148         20             sync           -> .(*Mutex).Lock
  9  40148         24      sync/atomic             -> .CompareAndSwapInt32
  9  40148         27      sync/atomic             <- .CompareAndSwapInt32
  9  40148         32      sync/atomic             -> .CompareAndSwapUint32
  9  40148         29      sync/atomic             <- .CompareAndSwapUint32
  9  40148         29             sync           <- .(*Mutex).Lock
  9  40148         23             sync           -> .(*Mutex).Unlock
  9  40148         26      sync/atomic             -> .AddInt32
  9  40148         19      sync/atomic             <- .AddInt32
  9  40148         17      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         15              fmt         <- .(*cache).put
  9  40148         13              fmt       <- .(*pp).free
  9  40148         12              fmt     <- .Fprintf
  9  40148         12              fmt   <- .Printf
  9  40148         12              fmt   -> .Printf
  9  40148         12              fmt     -> .Fprintf
  9  40148         12              fmt       -> .newPrinter
  9  40148         13              fmt         -> .(*cache).get
  9  40148         14             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         15             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         16      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         23          runtime           -> .memcopy64
  9  40148         14          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         14              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         17              fmt         <- .(*fmt).init
  9  40148         22              fmt       <- .newPrinter
  9  40148         24              fmt       -> .(*pp).doPrintf
  9  40148         26              fmt       <- .(*pp).doPrintf
  9  40148         28               os       -> .(*File).Write
  9  40148         24               os         -> .(*File).write
